cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
795,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
796,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
797,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
798,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
799,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
800,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
801,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
802,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
803,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
804,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
805,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
806,Ponte Marechal Rondon,AP,Macapá,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28
807,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
808,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
809,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
810,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
811,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
812,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
813,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
814,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
815,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
816,Ponte Do Guaíba,AL,Maceió,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38
817,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
818,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
819,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
820,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
821,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
822,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
823,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
824,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
825,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
826,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
827,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
828,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
829,Ponte Deputado Manoel Novaes,PE,Recife,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36
830,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
831,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
832,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
833,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
834,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
835,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
836,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
837,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
838,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
839,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
840,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
841,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
842,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
843,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
844,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
845,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
846,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
847,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
848,Ponte Metálica,PB,João Pessoa,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32
849,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
850,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
851,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
852,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
853,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
854,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
855,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
856,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
857,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
858,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
859,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
860,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30
861,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
862,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
863,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
864,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
865,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
866,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
867,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
868,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
869,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
870,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
871,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
872,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
873,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
874,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
875,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
876,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
877,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
878,Ponte Dom Hélder Câmara,AC,Rio Branco,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27
879,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
880,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
881,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
882,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
883,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
884,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
885,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
886,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
887,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
888,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
889,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
890,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
891,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
892,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
893,Ponte Antônio Carlos Jobim,CE,Fortaleza,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41
894,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
895,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
896,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
897,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
898,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
899,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
900,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
901,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
902,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
903,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
904,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
905,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
906,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
907,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
908,Ponte Ayrton Senna,RO,Porto Velho,Neutro,Concordo,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo Totalmente,Neutro,Discordo,Discordo Totalmente,34
909,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
910,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
911,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
912,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
913,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
914,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
915,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
916,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
917,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
918,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
919,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
920,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
921,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
922,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
923,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
924,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
925,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
926,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
927,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
928,Ponte Tancredo Neves,RR,Boa Vista,Neutro,Discordo Totalmente,Neutro,Neutro,Neutro,Concordo,Concordo Totalmente,Neutro,Discordo,Concordo,Neutro,32
929,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
930,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
931,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
932,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
933,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
