cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
743,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
744,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
745,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
746,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
747,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
748,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
749,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
750,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
751,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Neutro,Concordo Totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,32.0
752,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
753,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
754,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
755,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
756,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
757,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
758,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
759,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
760,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
761,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
762,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
763,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
764,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
765,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
766,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
767,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
768,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
769,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
770,Ponte Newton Navarro,RN,Natal,Neutro,Neutro,Concordo Totalmente,Discordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo Totalmente,Neutro,32.0
771,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
772,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
773,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
774,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
775,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
776,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
777,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
778,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
779,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
780,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
781,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
782,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
783,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
784,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
785,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
786,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
787,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
788,Ponte JK,DF,Brasília,Concordo Totalmente,Discordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo Totalmente,Neutro,Concordo,27.0
789,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
790,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
791,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
792,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
793,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
794,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
795,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
796,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
797,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
798,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
799,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
800,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
801,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
802,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
803,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
804,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
805,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
806,Ponte Marechal Rondon,MT,Cáceres,Concordo,Discordo,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Discordo,Neutro,Neutro,28.0
807,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
808,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
809,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
810,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
811,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
812,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
813,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
814,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
815,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
816,Ponte Do Guaíba,RS,Porto Alegre,Concordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo,Discordo Totalmente,Neutro,Concordo,38.0
817,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
818,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
819,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
820,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
821,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
822,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
823,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
824,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
825,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
826,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
827,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
828,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
829,Ponte Deputado Manoel Novaes,BA,Jacobina,Discordo,Concordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,36.0
830,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
831,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
832,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
833,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
834,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
835,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
836,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
837,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
838,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
839,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
840,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
841,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
842,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
843,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
844,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
845,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
846,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
847,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
848,Ponte Metálica,CE,Quixeramobim,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo Totalmente,Discordo Totalmente,Concordo Totalmente,Concordo,Neutro,Discordo,32.0
849,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
850,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
851,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
852,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
853,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
854,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
855,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
856,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
857,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
858,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
859,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
860,Ponte De Ferro,SC,Florianópolis,Concordo,Neutro,Concordo Totalmente,Neutro,Discordo,Concordo Totalmente,Discordo Totalmente,Concordo,Neutro,Neutro,Neutro,30.0
861,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
862,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
863,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
864,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
865,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
866,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
867,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
868,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
869,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
870,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
871,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
872,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
873,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
874,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
875,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
876,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
877,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
878,Ponte Dom Hélder Câmara,PE,Recife,Concordo,Concordo Totalmente,Neutro,Discordo,Discordo,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Neutro,27.0
879,Ponte Antônio Carlos Jobim,RJ,Rio de Janeiro,Discordo,Discordo,Neutro,Discordo Totalmente,Discordo,Neutro,Neutro,Discordo,Discordo Totalmente,Neutro,Neutro,41.0
